area,status,bhk,bathroom,age,location,builder,price
502,Under Construction,1,,0,Pozhichalur,Sandhya,2409000
707,Under Construction,2,,0,Pozhichalur,Sandhya,3393000
476,Under Construction,1,,0,Pozhichalur,Sandhya,2284000
747,Under Construction,2,,0,Pozhichalur,Sandhya,3585000
503,Under Construction,1,,0,Anakaputhur,Sandhya,2313000
905,Under Construction,3,,0,Anakaputhur,Sandhya,4163000
712,Under Construction,2,,0,Anakaputhur,Sandhya,3275000
700,Under Construction,2,,0,Anakaputhur,Sandhya,3220000
447,Under Construction,1,,0,Anakaputhur,Sandhya,2056000
1075,Ready to move,2,2,6,Tharapakkam,Shiva,5700000
950,Under Construction,2,2,,Gerugambakkam,Shiva,5400000
2300,Under Construction,3,3,,Raja Annamalai Puram,MEHTA REAL ESTATE CHENNAI LLP,60000000
2336,Ready to move,3,3,6,Royapettah,MEHTA REAL ESTATE CHENNAI LLP,38500000
1950,Ready to move,3,3,,Aminjikarai,MEHTA REAL ESTATE CHENNAI LLP,22500000
2133,Under Construction,3,3,0,T Nagar,MEHTA REAL ESTATE CHENNAI LLP,39300000
2028,Ready to move,3,3,7,Purasaiwakkam,MEHTA REAL ESTATE CHENNAI LLP,24000000
2350,Ready to move,3,3,7,Purasaiwakkam,MEHTA REAL ESTATE CHENNAI LLP,27700000
986,Ready to move,2,2,,Kolathur,Tellus Foundation,5521000
986,Ready to move,2,2,,Kolathur,Tellus Foundation,5521000
710,Ready to move,1,2,,Kovur,R Venkatesan,3642000
619,Ready to move,1,1,,Kovur,R Venkatesan,3526000
629,Ready to move,1,2,,Kovur,R Venkatesan,3552000
1517,Ready to move,3,3,6,Periyapanicheri,R Venkatesan,7200000
1020,Ready to move,2,2,,Kovur,R Venkatesan,5500000
650,Under Construction,2,2,,Kattankulathur,R Venkatesan,2800000
1440,Under Construction,3,3,,Ambattur,seller,7900000
2009,Under Construction,3,3,,Kotivakkam,seller,11000000
1012,Ready to move,2,2,4,Kumananchavadi,seller,4400000
1750,Ready to move,3,3,,Kolapakkam,seller,8200000
1499,Ready to move,3,3,11,Mogappair,seller,7000000
1500,Ready to move,3,3,4,Alandur,Jayakanthan,16500000
900,Under Construction,2,3,,Veppampattu,viswaraj,3600000
1100,Under Construction,2,2,,Veppampattu,viswaraj,2400000
720,Ready to move,2,2,3,Veppampattu,viswaraj,2600000
1150,Under Construction,2,2,,Perumalpattu,viswaraj,3400000
720,Ready to move,2,2,3,Veppampattu,viswaraj,2600000
720,Ready to move,2,2,3,Veppampattu,viswaraj,2600000
835,Under Construction,2,2,,Veppampattu,viswaraj,3600000
1020,Under Construction,3,,0,Pozhichalur,Individual Agent,5049000
600,Under Construction,1,,0,Pozhichalur,Individual Agent,2970000
815,Under Construction,2,,0,Pozhichalur,Individual Agent,4034000
930,Under Construction,2,,0,Pozhichalur,Individual Agent,4603000
1000,Under Construction,3,,0,Pozhichalur,Individual Agent,4950000
690,Under Construction,2,,0,Pozhichalur,Individual Agent,3415000
975,Under Construction,2,,0,Pozhichalur,Individual Agent,4826000
800,Under Construction,2,,0,Pozhichalur,Individual Agent,3960000
960,Ready to move,2,,1,Sembakkam,Individual Agent,5250000
800,Ready to move,2,,1,Sembakkam,Individual Agent,4400000
1000,Ready to move,2,2,3,Veppampattu,Naveen,3200000
640,Ready to move,1,,,Thirumazhisai,seller,2500000
782,Ready to move,2,2,17,Mogappair,seller,6000000
1028,Ready to move,2,2,,Velachery,seller,7600000
1710,Ready to move,3,3,,Nungambakkam,seller,32500000
1255,Under Construction,2,2,,Veppampattu,viswaraj,2600000
752,Ready to move,1,2,3,Veppampattu,viswaraj,1700000
1100,Under Construction,2,2,,Veppampattu,viswaraj,2400000
681,Ready to move,1,2,3,Veppampattu,viswaraj,1600000
901,Ready to move,2,2,2,Perumalpattu,viswaraj,3400000
751,Ready to move,1,2,3,Veppampattu,viswaraj,1700000
1150,Ready to move,2,2,2,Perumalpattu,viswaraj,3400000
1541,Under Construction,3,3,,Nanganallur,seller,16500000
1500,Under Construction,2,2,,Veppampattu,viswaraj,3000000
1010,Under Construction,1,2,,Veppampattu,viswaraj,2200000
1010,Under Construction,1,2,,Veppampattu,viswaraj,2200000
800,Under Construction,2,2,,Veppampattu,viswaraj,2800000
1500,Under Construction,2,2,,Veppampattu,viswaraj,3000000
550,Ready to move,2,2,,Ayapakkam,Shanmugam Property,4300000
1295,Ready to move,2,2,,Siruseri,seller,6200000
1238,Ready to move,3,3,,Kodambakkam,seller,11500000
2200,Ready to move,6,4,,Kolathur,seller,14000000
750,Ready to move,1,2,3,Veppampattu,viswaraj,1700000
750,Ready to move,1,2,3,Veppampattu,viswaraj,1700000
1010,Under Construction,1,2,,Veppampattu,viswaraj,2200000
751,Ready to move,1,2,3,Veppampattu,viswaraj,1700000
1250,Under Construction,2,2,,Veppampattu,viswaraj,2400000
1250,Under Construction,2,2,,Veppampattu,viswaraj,2400000
1020,Under Construction,1,2,,Veppampattu,viswaraj,2150000
808,Ready to move,2,2,,Kovur,viswaraj,3500000
601,Under Construction,1,2,,Veppampattu,viswaraj,2200000
2590,Ready to move,6,,,Kolathur,seller,14000000
1500,Ready to move,1,1,,Sevvapet,seller,3500000
810,Ready to move,2,2,,Kovur,viswaraj,3500000
750,Ready to move,1,2,3,Veppampattu,viswaraj,1650000
1500,Under Construction,2,2,,Veppampattu,viswaraj,2950000
1250,Under Construction,2,2,,Veppampattu,viswaraj,2600000
652,Ready to move,2,2,,Maraimalai Nagar,seller,4000000
1112,Ready to move,2,2,,Guduvancheri,seller,4500000
690,Ready to move,2,2,,Chromepet,seller,3000000
902,Ready to move,2,2,3,Veppampattu,Naveen,3600000
1000,Ready to move,2,2,3,Veppampattu,Naveen,4000000
850,Ready to move,2,2,3,Veppampattu,Naveen,3500000
900,Ready to move,2,2,3,Veppampattu,Naveen,3600000
2200,Ready to move,5,3,,Chromepet,seller,14000000
1250,Ready to move,2,2,,tambaram west,Value reality,6200000
1090,Under Construction,1,2,,Veppampattu,viswaraj,1900000
1151,Ready to move,2,2,2,Perumalpattu,viswaraj,3400000
1151,Ready to move,2,2,3,Veppampattu,viswaraj,3400000
801,Under Construction,2,2,,Veppampattu,viswaraj,2800000
820,Ready to move,2,2,3,Veppampattu,viswaraj,3000000
1200,Under Construction,2,2,,Veppampattu,viswaraj,2400000
810,Ready to move,2,2,,Kovur,viswaraj,3500000
680,Ready to move,1,2,3,Veppampattu,viswaraj,1650000
600,Under Construction,1,2,,Veppampattu,viswaraj,2190000
904,Ready to move,2,2,8,Kovilambakkam,seller,4000000
1400,Ready to move,1,2,3,Raja Annamalai Puram,Swaminathan,21000000
3170,Ready to move,3,4,3,Raja Annamalai Puram,Swaminathan,52500000
2440,Under Construction,4,5,,Madipakkam,seller,15000000
600,Under Construction,1,2,,Veppampattu,viswaraj,2200000
1139,Ready to move,2,,1,Perungudi,smartassetsindia,7061000
840,Ready to move,2,2,1,Perungudi,smartassetsindia,5208000
1463,Ready to move,3,,1,Perungudi,smartassetsindia,9070000
1730,Ready to move,3,,1,Perungudi,smartassetsindia,10700000
1197,Ready to move,2,,1,Perungudi,smartassetsindia,7421000
799,Ready to move,2,2,,Rajakilpakkam,seller,4300000
500,Ready to move,1,1,3,Veppampattu,Naveen,1600000
1200,Under Construction,3,2,,Veppampattu,Naveen,4500000
1150,Under Construction,2,2,,Veppampattu,viswaraj,3400000
1500,Under Construction,2,2,,Veppampattu,viswaraj,2900000
1136,Under Construction,2,2,,Veppampattu,viswaraj,3700000
750,Ready to move,2,2,3,Veppampattu,viswaraj,2700000
808,Ready to move,2,2,,Kovur,viswaraj,3500000
1375,Under Construction,2,2,,Veppampattu,viswaraj,2800000
3300,Ready to move,3,6,,Aminjikarai,Sri Vinayaga Real Estate,35000000
1600,Ready to move,2,2,3,Veppampattu,Sri Vinayaga Real Estate,6500000
2020,Ready to move,3,2,,Ayapakkam,seller,13000000
950,Ready to move,3,2,,Villivakkam,seller,6200000
1345,Ready to move,2,1,,Tiruvottiyur,seller,20000000
1330,Ready to move,4,2,2,Urapakkam,seller,4200000
1205,Under Construction,2,2,,Veppampattu,viswaraj,2600000
720,Ready to move,2,2,3,Veppampattu,viswaraj,2600000
820,Ready to move,2,2,3,Veppampattu,viswaraj,3000000
808,Ready to move,2,2,,Kovur,viswaraj,3500000
938,Under Construction,2,,0,Ayapakkam,Nagaraj,5251000
1198,Under Construction,3,,0,Ayapakkam,Nagaraj,6707000
600,Ready to move,1,2,3,Veppampattu,Karthick,2295000
601,Ready to move,1,2,3,Veppampattu,Karthick,1790000
600,Ready to move,2,2,2,Veppampattu,Karthick,2400000
600,Ready to move,1,2,3,Veppampattu,Karthick,1825000
1450,Ready to move,2,2,,Chromepet,seller,8200000
930,Ready to move,2,2,,Kattupakkam,seller,3950000
500,Under Construction,1,1,,Chengalpattu,seller,1800000
800,Under Construction,2,2,,Semmancheri,seller,3900000
650,Ready to move,2,2,4,Kattankulathur,Prasanna,2400000
650,Ready to move,2,,4,Kattankulathur,Prasanna,2500000
750,Under Construction,2,,,Kattankulathur,Prasanna,2800000
800,Ready to move,2,1,4,Kattankulathur,Prasanna,2750000
900,Ready to move,1,1,4,Kattankulathur,Prasanna,2850000
850,Ready to move,1,1,4,Kattankulathur,Prasanna,2800000
700,Ready to move,1,1,4,Kattankulathur,Prasanna,2550000
950,Under Construction,2,2,,Cholambedu,Prasanna,5400000
1100,Under Construction,3,2,,Thirumullaivoyal,Prasanna,6500000
800,Under Construction,2,,,Kattankulathur,Prasanna,2850000
4200,Ready to move,3,,2,Royapettah,Vinay Asrani,90300000
2961,Ready to move,3,,2,Royapettah,Vinay Asrani,63600000
2958,Ready to move,3,,2,Royapettah,Vinay Asrani,63500000
2960,Ready to move,4,,2,Royapettah,Vinay Asrani,63600000
2957,Ready to move,4,,2,Royapettah,Vinay Asrani,63500000
6500,Ready to move,5,,2,Royapettah,Vinay Asrani,139700000
3000,Ready to move,3,,2,Royapettah,Vinay Asrani,64500000
3899,Ready to move,3,,2,Royapettah,Vinay Asrani,83800000
3135,Ready to move,3,3,2,Royapettah,Vinay Asrani,67400000
600,Ready to move,1,,2,Royapettah,Vinay Asrani,11400000
2959,Ready to move,4,,2,Royapettah,Vinay Asrani,63600000
3874,Ready to move,3,,2,Royapettah,Vinay Asrani,83200000
6498,Ready to move,5,,2,Royapettah,Vinay Asrani,139700000
3800,Ready to move,3,,2,Royapettah,Vinay Asrani,81700000
6617,Ready to move,5,,2,Royapettah,Vinay Asrani,142200000
3139,Ready to move,4,,2,Royapettah,Vinay Asrani,67400000
2291,Ready to move,3,3,,Alwarpet,Vinay Asrani,48100000
1989,Ready to move,3,3,,Alwarpet,Vinay Asrani,41700000
4302,Ready to move,4,,,Alwarpet,Vinay Asrani,90300000
4302,Ready to move,4,,,Alwarpet,Vinay Asrani,90300000
1238,Ready to move,3,,2,Perumbakkam,Pragyansh,6400000
1515,Under Construction,3,,0,Egmore,Vinay Asrani,24000000
2512,Under Construction,3,,0,Egmore,Vinay Asrani,45000000
1662,Under Construction,3,,0,Egmore,Vinay Asrani,26300000
1760,Under Construction,3,,0,Egmore,Vinay Asrani,32900000
500,Ready to move,1,1,,West Mambalam,seller,2900000
1390,Ready to move,3,3,6,Nesapakkam,seller,9000000
1150,Ready to move,2,2,11,Ramapuram,seller,7650000
1495,Ready to move,3,3,5,Thiruvanmiyur,24K Realtors,17100000
1008,Ready to move,2,2,5,Thiruvanmiyur,24K Realtors,11500000
1750,Ready to move,3,2,2,Korattur,Kaushik associates,15000000
700,Ready to move,2,2,3,Veppampattu,Karthick,2590000
600,Ready to move,1,2,3,Veppampattu,Karthick,2280000
704,Ready to move,2,2,3,Veppampattu,Karthick,2690000
1300,Ready to move,2,2,3,Veppampattu,Karthick,3700000
1180,Ready to move,2,2,3,Veppampattu,Karthick,3500000
4725,Ready to move,5,7,,Madipakkam,seller,27500000
982,Under Construction,2,2,,Guduvancheri,seller,2900000
738,Ready to move,2,2,,Valasaravakkam,seller,4200000
820,Ready to move,2,1,4,Padapai,seller,2500000
1403,Under Construction,3,,0,Vanagaram,BricksBurg,8347000
594,Under Construction,1,,0,Vanagaram,BricksBurg,3385000
588,Under Construction,1,1,0,Vanagaram,BricksBurg,3351000
1427,Under Construction,3,,0,Vanagaram,BricksBurg,8490000
1036,Under Construction,2,,0,Vanagaram,BricksBurg,6164000
1014,Under Construction,2,,0,Vanagaram,BricksBurg,6033000
1402,Under Construction,3,,0,Vanagaram,BricksBurg,8341000
1013,Under Construction,2,2,0,Vanagaram,BricksBurg,6027000
597,Under Construction,1,,0,Vanagaram,BricksBurg,3402000
3000,Ready to move,3,3,,Neelankarai,seller,22000000
1850,Ready to move,3,3,,Perumbakkam,smartassetsindia,11000000
2200,Ready to move,4,3,6,Thoraipakkam OMR,smartassetsindia,17000000
2000,Ready to move,4,3,4,Kotivakkam,smartassetsindia,16400000
1851,Ready to move,3,3,,Medavakkam,smartassetsindia,11000000
1852,Ready to move,3,3,,Perumbakkam,smartassetsindia,11000000
2210,Ready to move,4,3,4,Kotivakkam,smartassetsindia,16500000
1152,Ready to move,2,2,,Perungudi,smartassetsindia,7300000
1852,Ready to move,3,3,,Perumbakkam,smartassetsindia,11100000
1152,Ready to move,2,2,,Perungudi,smartassetsindia,7500000
820,Ready to move,2,2,,Perungudi,smartassetsindia,5500000
1850,Ready to move,3,3,,Perumbakkam,smartassetsindia,11500000
1100,Ready to move,2,2,,Guduvancheri,seller,4900000
1638,Under Construction,3,3,0,Perungudi,24K Realtors,13700000
1188,Under Construction,2,2,0,Perungudi,24K Realtors,10100000
598,Under Construction,1,1,0,Perungudi,24K Realtors,5137000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
1027,Ready to move,2,2,3,Vadanemmeli,seller,7000000
611,Ready to move,1,2,3,Kumaran Nagar,Karthick,2325000
870,Ready to move,2,2,5,Iyyappanthangal,Dinesh,3915000
1022,Ready to move,2,2,4,Kotivakkam,24K Realtors,5300000
2411,Ready to move,4,4,1,Adyar,24K Realtors,32500000
1987,Ready to move,3,3,,T Nagar,seller,40000000
1987,Ready to move,3,3,,T Nagar,seller,40000000
1376,Under Construction,3,3,,Iyyappanthangal,seller,7155000
1306,Ready to move,2,2,,Velachery,seller,10700000
1484,Ready to move,3,3,4,T Nagar,seller,24000000
1100,Ready to move,2,2,,Urapakkam,AKS REALTY SERVICES,4200000
1000,Ready to move,3,3,,Ashok Nagar,AKS REALTY SERVICES,9000000
1401,Ready to move,3,3,,T Nagar,AKS REALTY SERVICES,24500000
1380,Ready to move,3,3,1,Perungudi,Kkk Landmark,13800000
1200,Ready to move,3,3,1,Perungudi,Kkk Landmark,12000000
1200,Ready to move,3,3,1,Perungudi,Kkk Landmark,12000000
1308,Ready to move,3,3,1,Perungudi,Kkk Landmark,13000000
1250,Ready to move,3,3,1,Perungudi,Kkk Landmark,12500000
1044,Ready to move,2,2,1,Perungudi,Kkk Landmark,10400000
1060,Ready to move,2,2,1,Perungudi,Kkk Landmark,10600000
1062,Ready to move,2,2,1,Perungudi,Kkk Landmark,10600000
1370,Ready to move,3,3,1,Perungudi,Kkk Landmark,13700000
1264,Ready to move,3,3,1,Perungudi,Kkk Landmark,12600000
1065,Ready to move,2,2,1,Perungudi,Kkk Landmark,10600000
1060,Ready to move,2,2,1,Perungudi,Kkk Landmark,10600000
1370,Ready to move,3,3,1,Perungudi,Kkk Landmark,13700000
1308,Ready to move,3,3,1,Perungudi,Kkk Landmark,13000000
1308,Ready to move,3,3,1,Perungudi,Kkk Landmark,13000000
1200,Ready to move,3,3,1,Perungudi,Kkk Landmark,12000000
1044,Ready to move,2,2,1,Perungudi,Kkk Landmark,10400000
1200,Ready to move,3,3,1,Perungudi,Kkk Landmark,12000000
1380,Ready to move,3,3,1,Perungudi,Kkk Landmark,13800000
1264,Ready to move,3,3,1,Perungudi,Kkk Landmark,12600000
1250,Ready to move,3,3,1,Perungudi,Kkk Landmark,12500000
1250,Ready to move,3,3,1,Perungudi,Kkk Landmark,12500000
1370,Ready to move,3,3,1,Perungudi,Kkk Landmark,13700000
1380,Ready to move,3,3,,Perungudi,Kkk Landmark,13800000
1308,Ready to move,3,3,1,Perungudi,Kkk Landmark,13000000
675,Ready to move,2,,1,Poonamallee,SS Square Property Developers,4900000
675,Ready to move,2,,1,Poonamallee,SS Square Property Developers,4900000
509,Ready to move,1,1,,Adambakam,Prabha Homes,4700000
804,Ready to move,2,2,,Kovilambakkam,Prabha Homes,5290000
960,Ready to move,2,2,,Adambakam,Prabha Homes,8200000
890,Ready to move,2,2,,Adambakam,Prabha Homes,7780000
950,Ready to move,2,2,,Kolathur,JA Associates,7000000
1000,Ready to move,2,2,,Perambur,JA Associates,5600000
854,Ready to move,2,,1,Keelkattalai,Bala,4697000
957,Ready to move,2,,1,Keelkattalai,Bala,5263000
940,Ready to move,2,2,1,Keelkattalai,Bala,5170000
874,Ready to move,2,,1,Keelkattalai,Bala,4807000
856,Ready to move,2,,1,Keelkattalai,Bala,4708000
978,Ready to move,2,,1,Keelkattalai,Bala,5379000
996,Ready to move,2,,1,Keelkattalai,Bala,5478000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
1350,Ready to move,3,3,,Kolapakkam,seller,9450000
1482,Ready to move,3,3,3,Vadanemmeli,seller,8800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
1200,Ready to move,3,2,,Perungudi,seller,7500000
1350,Ready to move,3,3,,Kolapakkam,seller,9450000
1482,Ready to move,3,3,3,Vadanemmeli,seller,8800000
1750,Ready to move,2,1,3,Kodungaiyur West,JA Associates,15000000
1700,Ready to move,3,2,,Kolathur,JA Associates,12600000
1065,Ready to move,2,2,,Porur,seller,10800000
1065,Ready to move,2,2,,Porur,seller,10800000
834,Under Construction,2,2,0,Ambattur,seller,4044000
627,Ready to move,1,1,,Korattur,Sarashwathi Construction,3636000
952,Ready to move,2,2,,Korattur,Sarashwathi Construction,5521000
960,Ready to move,2,2,,Periyar Nagar,Sarashwathi Construction,6432000
1220,Under Construction,2,2,0,Ambattur,seller,5917000
1220,Under Construction,2,2,0,Ambattur,seller,5917000
770,Under Construction,2,2,0,Ambattur,seller,3734000
703,Ready to move,2,2,3,Veppampattu,Karthick,2599000
1409,Ready to move,3,,4,Kolathur,Selvakumar,9158000
983,Ready to move,2,,4,Kolathur,Selvakumar,6389000
1051,Ready to move,2,,4,Kolathur,Selvakumar,6831000
1021,Ready to move,2,,4,Kolathur,Selvakumar,6636000
994,Ready to move,2,,4,Kolathur,Selvakumar,6461000
1010,Ready to move,2,,4,Kolathur,Selvakumar,6565000
1265,Ready to move,3,,4,Kolathur,Selvakumar,8222000
1069,Ready to move,2,,4,Kolathur,Selvakumar,6948000
963,Ready to move,2,,4,Kolathur,Selvakumar,6259000
1340,Under Construction,3,,0,Saidapet,Selvakumar,13800000
1175,Under Construction,3,,0,Saidapet,Selvakumar,12100000
1375,Under Construction,3,,0,Saidapet,Selvakumar,14100000
1550,Under Construction,3,,0,Saidapet,Selvakumar,15900000
1555,Under Construction,3,,0,Saidapet,Selvakumar,16000000
1525,Under Construction,3,,0,Saidapet,Selvakumar,15700000
1425,Under Construction,3,,0,Saidapet,Selvakumar,14600000
1560,Under Construction,3,,0,Saidapet,Selvakumar,16000000
1469,Ready to move,3,,4,Kolathur,Selvakumar,9548000
984,Ready to move,2,,4,Kolathur,Selvakumar,6396000
900,Ready to move,2,2,,Pallikaranai,Sri Vinayaga Real Estate,3800000
1380,Ready to move,3,,1,Pudupakkam,Right Angle Properties,6680000
1030,Ready to move,2,,1,Pudupakkam,Right Angle Properties,4450000
1460,Ready to move,3,,1,Pudupakkam,Right Angle Properties,7600000
1993,Ready to move,3,,1,Pudupakkam,Right Angle Properties,10300000
1993,Ready to move,3,,1,Pudupakkam,Right Angle Properties,10300000
997,Ready to move,2,,1,Pudupakkam,Right Angle Properties,5870000
1370,Ready to move,3,,1,Pudupakkam,Right Angle Properties,7200000
920,Ready to move,2,2,32,Kodambakkam,seller,5600000
3000,Ready to move,4,4,,Shenoy Nagar,seller,50000000
645,Under Construction,2,2,,Royapettah,seller,8300000
645,Under Construction,2,2,,Royapettah,seller,8300000
771,Ready to move,2,,1,Moolakadai,Saravan gk,4934000
709,Ready to move,2,,1,Moolakadai,Saravan gk,4537000
1343,Ready to move,2,1,,Virugambakkam,Evrostos Properties,10000000
900,Ready to move,2,2,,Alwarpet,AKS REALTY SERVICES,10900000
853,Ready to move,2,,1,Madhavaram,Saravan gk,4947000
845,Ready to move,2,,1,Madhavaram,Saravan gk,4901000
947,Ready to move,2,2,6,Thiruverkadu,seller,4950000
625,Under Construction,2,1,,Guindy,seller,3800000
625,Under Construction,2,1,,Guindy,seller,3800000
625,Under Construction,2,1,,Guindy,seller,3800000
625,Under Construction,2,1,,Guindy,seller,3800000
625,Under Construction,2,1,,Guindy,seller,3800000
625,Under Construction,2,1,,Guindy,seller,3800000
520,Ready to move,1,2,3,Veppampattu,seller,1949000
1065,Ready to move,2,2,,Porur,seller,10800000
700,Ready to move,2,2,,Padi,Balasubramani,5950000
700,Ready to move,2,2,,Mogappair East,Balasubramani,5950000
759,Ready to move,2,2,6,Nesapakkam,Balasubramani,5900000
905,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd,6244000
4200,Ready to move,6,6,,T Nagar,Shree sakthivel realestate,105000000
1400,Ready to move,3,3,,Perungalathur,seller,6000000
1800,Under Construction,3,3,,Ambattur,seller,11200000
1800,Under Construction,3,3,,Ambattur,seller,11200000
1800,Under Construction,3,3,,Ambattur,seller,11200000
750,Ready to move,2,2,3,Elandanur,seller,3900000
750,Ready to move,2,2,3,Elandanur,seller,3900000
1650,Under Construction,3,3,,Chromepet,Yadhav constructions real estates,12300000
600,Ready to move,1,1,,West Mambalam,AKS REALTY SERVICES,4900000
779,Under Construction,2,2,,Pazavanthangal,Prabha Homes,7860000
520,Ready to move,1,1,,Adambakam,Prabha Homes,4200000
1000,Ready to move,2,2,,Adambakam,Prabha Homes,8200000
770,Under Construction,2,2,,Pallavaram,Prabha Homes,7560000
925,Ready to move,2,2,,Kolathur,JA Associates,7500000
620,Ready to move,2,2,,Pammal,SS PROPERTIES,3050000
500,Ready to move,1,1,,Pammal,SS PROPERTIES,2200000
808,Ready to move,2,2,,Pammal,SS PROPERTIES,3878000
535,Ready to move,1,1,,Pammal,SS PROPERTIES,2568000
933,Ready to move,3,3,,Pammal,SS PROPERTIES,4478000
770,Under Construction,2,2,0,Ambattur,seller,3735000
834,Under Construction,2,2,0,Ambattur,seller,4044000
677,Ready to move,2,1,,Perambur,seller,3700000
620,Ready to move,1,1,,Pallikaranai,Prop Mart Technologies,3500000
1668,Under Construction,3,,0,East Tambaram,Info Rich,11300000
1172,Under Construction,2,,0,East Tambaram,Info Rich,7969000
1457,Under Construction,3,,0,East Tambaram,Info Rich,9907000
1222,Under Construction,2,,0,East Tambaram,Info Rich,8309000
1385,Ready to move,3,2,,Nanganallur,Ram,10500000
1385,Ready to move,3,3,,Nanganallur,Ram,10500000
1170,Ready to move,2,2,3,Veppampattu,JD Properties,3450000
1300,Ready to move,2,2,3,Veppampattu,JD Properties,3600000
990,Ready to move,2,2,3,Veppampattu,JD Properties,3250000
620,Ready to move,2,2,3,Veppampattu,JD Properties,2500000
680,Ready to move,2,2,3,Veppampattu,JD Properties,2650000
850,Ready to move,2,2,3,Veppampattu,JD Properties,2950000
600,Ready to move,1,2,3,Veppampattu,JD Properties,2250000
630,Ready to move,2,2,3,Veppampattu,JD Properties,2250000
550,Ready to move,1,2,3,Veppampattu,JD Properties,1650000
1350,Ready to move,3,3,,Kolapakkam,seller,9990000
2650,Ready to move,5,5,,West Mambalam,seller,39800000
780,Ready to move,2,2,,Ayapakkam,seller,3000000
1350,Ready to move,3,2,,Kolapakkam,seller,10700000
823,Under Construction,2,2,,Alandur,seller,6362000
823,Under Construction,2,2,,Alandur,seller,6362000
823,Under Construction,2,2,,Alandur,seller,6490000
865,Under Construction,2,2,,Perumbakkam,Vishnu Foundation Ltd,4152000
740,Under Construction,2,2,,Madipakkam,Vishnu Foundation Ltd,5106000
